Isolate name;Standardized name;Isolation;Ecological origins;Geographical origins;HO deletion;Plasmid class;Plasmid CN;Ploidy;Aneuploidies;Zygosity;Total number of SNPs;Proportion of clean heterozygous SNPs (whole dataset);Number of singletons;Mean coverage;Clades;MTA (no distribution);Collection / Provider;Reference
CBS6914;AHI;White wine;Wine;Spain;yes;A;18;1;"aneu;+1*14;";homozygous;43,398;0.0;496;244;1. Wine/European ;;CBS collection (Nguyen H.V.);
DBVPG1577;BKM;Grape must;Wine;Elmas, Sardinia, Italy;no;none;0;2;euploid;heterozygous;46,164;11.2;712;241;1. Wine/European ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
DBVPG1076;BIF;Grape must;Wine;Locorotondo, Puglia, Italy;no;A;15;2;euploid;homozygous;42,848;0.0;263;240;1. Wine/European ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
DBVPG1490;BKG;Grape must;Wine;Etna, Sicily, Italy;no;A;13;2;euploid;heterozygous;45,411;7.1;620;281;1. Wine/European ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
DBVPG1473;BKF;Wine;Wine;Piemonte, Italy;no;A;28;2;euploid;heterozygous;46,157;13.5;45;228;1. Wine/European ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
DBVPG1632;BLL;Grape must;Wine;Abertura, La Mancha, Spain;no;A;39;2;euploid;heterozygous;46,251;13.2;22;293;1. Wine/European ;;DBVPG collection (Benedetta Turchetti and Pietro Buzzini);
CBS2087;ARL;Lychee flower;Flower;China;no;A;3;2;"aneu;+1*1;";heterozygous;45,013;8.4;128;233;1. Wine/European ;;CBS collection (Nguyen H.V.);
perentol;CKI;S. boulardii isolates (from Perenterol capsule);Human, clinical;Brussels, Belgium;no;A;216;2;euploid;heterozygous;43,960;5.4;3;195;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 98 3161;CKL;Feces, therapy;Human, clinical;Amiens, France;no;A;153;2;euploid;heterozygous;43,960;5.3;6;218;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
ultra lev. 1127;CKH;S. boulardii isolates (from UltraLevure packet);Industrial;Paris, France;no;A;159;2;euploid;heterozygous;43,893;5.4;1;186;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 97 138633/11-2-5;CKD;Feces (therapy isolate);Human, clinical;Paris, France, H2;no;A;258;2;euploid;heterozygous;43,772;5.4;4;174;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 141076/11210;CKE;Feces (therapy isolate);Human, clinical;Paris, France, H2;no;A;148;2;euploid;heterozygous;44,078;5.2;11;205;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade Elbaz 6766;CIS;Therapy isolates (Blood);Human, clinical;Paris, France, H6;no;A;94;2;euploid;heterozygous;44,017;5.2;3;200;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
2698;BMN;Faringe;Human, clinical;Vall d'Hebron hospital, Barcelona, Spain;no;A;21;2;euploid;heterozygous;44,219;5.3;4;256;1. Wine/European (subclade 3);;Instituto de Agroquímica y Tecnología de los Alimentos (IATA)-CSIC (Amparo Querol);
malade 459 Labaume;CIT;Blood (therapy isolate);Human, clinical;Paris, France, H1;no;A;103;2;euploid;heterozygous;43,967;5.0;6;186;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade Broussais;CKP;Unknown;Human, clinical;Paris, France;no;A;172;2;euploid;heterozygous;43,849;4.8;5;203;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade M2402A Necker ;CKQ;Feces (therapy isolate);Human, clinical;France;no;A;116;2;euploid;heterozygous;43,960;5.0;1;192;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 98 1655/125391;CKB;Blood (therapy isolate);Human, clinical;Paris, France, H3;no;A;171;2;euploid;heterozygous;43,846;5.3;1;164;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 139287/11_2_1;CKC;Blood (therapy isolate);Human, clinical;Paris, France, H2;no;A;203;2;euploid;heterozygous;43,879;5.3;3;163;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 6452;CIQ;Blood (therapy isolate);Human, clinical;Paris, France, H6;no;A;37;2;"aneu;-1*3;";heterozygous;43,652;4.3;8;177;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade Hc6553;CIM;Blood (therapy isolate);Human, clinical;Paris, France, H6;no;A;103;2;"aneu;+2*9;";heterozygous;43,839;5.1;3;169;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade Pac6436;CIN;Blood (therapy isolate);Human, clinical;Paris, France, H6;no;A;91;2;euploid;heterozygous;43,925;5.2;0;176;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 6441;CIR;Blood (therapy isolate);Human, clinical;Paris, France, H6;no;A;89;2;euploid;heterozygous;43,849;4.9;2;179;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 150865/1122;CKF;Feces (therapy isolate);Human, clinical;Paris, France, H2;no;A;237;2;euploid;heterozygous;43,706;4.8;8;163;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
UL G84F88I90;CKG;S. boulardii isolates lychee (reference strain Biocodex);Fruit;Vietnam;no;A;86;2;euploid;heterozygous;44,013;5.5;3;202;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 98 2574;CKM;Feces, therapy;Human, clinical;Amiens, France;no;A;193;2;euploid;heterozygous;44,031;5.3;6;197;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
malade 6442;CIP;Catheter (therapy isolate);Human, clinical;Paris, France, H6;no;A;147;2;"aneu;-1*3;+1*7;+1*11;+1*16;";heterozygous;43,729;4.7;3;179;1. Wine/European (subclade 3);;Inserm Université P. M. Curie, Paris, France (Hennequin C.);
